host_response_time,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,guests_included,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month,price
within a day,FALSE,De Pijp - Rivierenbuurt,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,11,96,flexible,0.96,80
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,60,2,1,100,moderate,0.12,125
within a few hours,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,150,30,1,12,95,moderate,0.96,150
within a few hours,FALSE,Oostelijk Havengebied - Indische Buurt,Houseboat,Entire home/apt,4,1,3,3,Real Bed,150,70,2,11,100,moderate,0.75,200
within a day,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,40,1,19,99,strict_14_with_grace_period,1.33,140
within a few hours,FALSE,Zuid,Apartment,Entire home/apt,big,1.5,3,4,Real Bed,0,60,4,5,100,strict_14_with_grace_period,0.46,250
N/A,FALSE,Centrum-West,Townhouse,Entire home/apt,4,2,2,4,Real Bed,250,90,2,4,95,strict_14_with_grace_period,0.3,225
within an hour,FALSE,Centrum-West,Bed and breakfast,Hotel room,2,1,0,1,Real Bed,200,20,1,31,90,moderate,2.14,199
within a few hours,FALSE,Noord-Oost,House,Entire home/apt,4,1,2,3,Real Bed,0,40,1,1,80,flexible,0.63,130
within a few hours,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,20,96,strict_14_with_grace_period,1.44,120
within a few hours,FALSE,Oud-Oost,Apartment,Entire home/apt,3,1,1,1,Real Bed,0,50,3,5,100,moderate,0.36,160
within an hour,TRUE,Centrum-West,House,Entire home/apt,4,2,5,6,Real Bed,600,0,1,11,82,moderate,0.75,500
N/A,FALSE,Slotervaart,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,60,2,2,100,strict_14_with_grace_period,0.15,120
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,45,1,8,100,moderate,0.59,149
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,3,Real Bed,0,30,1,12,93,flexible,0.86,150
within a few hours,FALSE,De Pijp - Rivierenbuurt,Houseboat,Private room,2,1,1,2,Real Bed,100,30,1,7,100,moderate,0.59,150
within an hour,FALSE,Centrum-West,Apartment,Private room,2,1,1,1,Real Bed,149,25,1,40,99,strict_14_with_grace_period,2.77,129
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,69,1,7,100,strict_14_with_grace_period,0.5,169
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,2,100,strict_14_with_grace_period,0.15,135
within an hour,FALSE,De Pijp - Rivierenbuurt,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,12,93,flexible,0.89,95
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,45,1,7,100,flexible,0.49,160
within a day,FALSE,Osdorp,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,40,1,5,100,moderate,0.37,95
within an hour,FALSE,Centrum-West,Townhouse,Private room,2,1,0,1,Real Bed,150,25,1,53,93,moderate,3.66,199
within an hour,FALSE,Westerpark,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,0,1,1,100,moderate,0.94,185
within an hour,FALSE,De Baarsjes - Oud-West,Townhouse,Private room,4,1,1,2,Real Bed,90,10,1,50,91,moderate,3.46,135
within an hour,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,1,2,Real Bed,100,45,1,6,90,strict_14_with_grace_period,0.45,48
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,100,55,1,4,90,strict_14_with_grace_period,0.29,175
N/A,FALSE,Bos en Lommer,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,10,1,2,100,strict_14_with_grace_period,0.14,106
within an hour,FALSE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,45,1,8,100,strict_14_with_grace_period,0.59,107
N/A,TRUE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,69,1,8,100,moderate,0.57,145
N/A,FALSE,Centrum-West,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,1,100,moderate,0.08,150
within an hour,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,45,1,9,87,strict_14_with_grace_period,0.63,153
within an hour,FALSE,IJburg - Zeeburgereiland,Apartment,Entire home/apt,3,1,0,2,Real Bed,100,30,2,12,95,flexible,0.84,80
within an hour,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,4,4,Real Bed,300,89,1,10,96,moderate,0.76,115
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,1,1,Real Bed,0,29,2,5,100,moderate,0.36,110
within a few hours,FALSE,Noord-Oost,Houseboat,Entire home/apt,2,1.5,1,2,Real Bed,0,0,1,3,100,strict_14_with_grace_period,0.21,115
N/A,TRUE,Zuid,Apartment,Entire home/apt,5,1,4,5,Real Bed,0,70,1,1,100,moderate,0.08,250
within an hour,FALSE,Zuid,Loft,Private room,3,1,2,2,Real Bed,300,40,2,38,99,strict_14_with_grace_period,3.02,125
N/A,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,30,1,4,100,moderate,0.29,96
within a few hours,TRUE,Noord-Oost,House,Entire home/apt,4,1,3,3,Real Bed,0,60,1,1,100,flexible,0.08,159
within an hour,FALSE,Oud-Noord,House,Entire home/apt,4,1.5,2,3,Real Bed,300,50,2,10,94,flexible,0.74,175
N/A,FALSE,Oud-Noord,House,Entire home/apt,4,1,3,3,Real Bed,250,60,1,4,85,strict_14_with_grace_period,0.29,130
within an hour,FALSE,Zuid,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,35,1,6,96,moderate,0.42,100
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,1,Real Bed,0,25,1,52,87,moderate,3.57,45
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,1,Real Bed,0,25,1,59,87,moderate,4.05,45
N/A,TRUE,De Pijp - Rivierenbuurt,House,Entire home/apt,3,1,2,2,Real Bed,500,15,1,1,100,flexible,0.07,200
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Private room,2,2,1,1,Real Bed,0,25,1,57,85,moderate,3.91,45
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,69,1,1,100,moderate,0.08,145
N/A,TRUE,Bos en Lommer,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,35,2,13,98,strict_14_with_grace_period,0.94,86
N/A,FALSE,IJburg - Zeeburgereiland,House,Entire home/apt,4,2,4,4,Real Bed,200,100,1,2,100,moderate,0.16,250
within a few hours,FALSE,Oud-Oost,House,Entire home/apt,4,1.5,2,2,Real Bed,0,0,1,7,100,flexible,0.5,240
within a day,FALSE,Buitenveldert - Zuidas,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,25,1,5,100,moderate,0.39,110
within an hour,FALSE,Centrum-Oost,Apartment,Entire home/apt,2,1,2,1,Real Bed,100,50,1,2,100,strict_14_with_grace_period,0.14,90
N/A,FALSE,Oud-Oost,Townhouse,Entire home/apt,4,2.5,3,4,Real Bed,0,70,3,7,97,strict_14_with_grace_period,0.56,235
within an hour,FALSE,Centrum-Oost,Apartment,Entire home/apt,4,2.5,2,2,Real Bed,0,0,4,45,93,super_strict_60,3.18,265
within a day,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,300,100,2,2,90,flexible,0.6,350
within a few hours,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,2,3,Real Bed,0,38,1,14,100,strict_14_with_grace_period,0.98,300
N/A,TRUE,Noord-West,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,250,45,1,17,99,flexible,1.19,99
N/A,TRUE,Oud-Noord,Townhouse,Entire home/apt,2,1,1,1,Real Bed,0,30,4,3,93,flexible,0.22,200
within an hour,TRUE,Bos en Lommer,Apartment,Private room,2,1,1,1,Real Bed,100,15,1,5,96,moderate,0.37,70
N/A,FALSE,Noord-Oost,House,Entire home/apt,4,1,2,3,Real Bed,200,120,2,2,100,moderate,0.15,120
within a few hours,FALSE,Centrum-West,Apartment,Entire home/apt,4,2,3,3,Real Bed,300,79,1,5,100,flexible,0.36,295
within an hour,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,3,2.5,2,2,Real Bed,150,70,2,6,97,strict_14_with_grace_period,0.43,250
N/A,TRUE,Bijlmer-Oost,House,Private room,1,1.5,1,1,Real Bed,0,0,1,7,98,flexible,0.51,40
within an hour,FALSE,Centrum-West,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,90,1,8,98,strict_14_with_grace_period,0.57,340
within a few hours,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,50,1,5,100,moderate,0.38,150
within an hour,TRUE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,35,1,1,100,strict_14_with_grace_period,0.08,155
within a few hours,FALSE,Slotervaart,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,6,100,flexible,0.43,85
within a day,TRUE,Oud-Oost,Apartment,Entire home/apt,4,1,1,2,Real Bed,0,30,2,12,100,strict_14_with_grace_period,0.89,150
within an hour,FALSE,Centrum-West,Apartment,Private room,2,1,1,1,Real Bed,90,25,1,4,75,moderate,0.28,80
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,2,3,3,Real Bed,300,79,1,5,96,moderate,0.38,200
within an hour,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,3,3,Real Bed,250,75,2,21,97,strict_14_with_grace_period,1.79,250
N/A,TRUE,Centrum-Oost,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,30,1,12,100,moderate,0.85,175
within an hour,FALSE,Centrum-West,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,95,50,1,7,100,moderate,0.53,120
within an hour,FALSE,De Baarsjes - Oud-West,House,Entire home/apt,4,1,2,2,Real Bed,0,30,1,9,100,strict_14_with_grace_period,0.65,220
N/A,FALSE,Oostelijk Havengebied - Indische Buurt,House,Entire home/apt,4,1,2,4,Real Bed,0,60,1,3,90,flexible,0.21,150
within a day,FALSE,De Pijp - Rivierenbuurt,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,6,93,strict_14_with_grace_period,1.12,150
within a day,TRUE,Zuid,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,500,45,2,1,100,moderate,0.48,165
within an hour,FALSE,Buitenveldert - Zuidas,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,0,0,2,2,100,flexible,0.14,249
within a few hours,FALSE,Centrum-Oost,Houseboat,Private room,4,1,1,2,Real Bed,200,39,2,15,96,strict_14_with_grace_period,1.14,175
within a day,FALSE,Centrum-West,Houseboat,Entire home/apt,4,1,1,2,Real Bed,250,30,2,17,100,strict_14_with_grace_period,1.28,179
within a few hours,FALSE,Zuid,Apartment,Entire home/apt,4,1,1,1,Real Bed,0,25,2,2,100,moderate,0.22,150
within a day,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,25,1,2,90,moderate,0.74,150
within a day,FALSE,Westerpark,Apartment,Entire home/apt,3,1.5,1,1,Real Bed,0,25,1,4,100,strict_14_with_grace_period,0.32,95
N/A,FALSE,Oud-Noord,Houseboat,Entire home/apt,4,1,2,2,Real Bed,250,100,2,4,100,moderate,0.3,160
within an hour,TRUE,Bijlmer-Oost,House,Entire home/apt,8,2,3,4,Real Bed,0,0,1,2,100,strict_14_with_grace_period,0.2,200
within a few hours,TRUE,Centrum-West,Apartment,Entire home/apt,4,2,2,2,Real Bed,0,95,2,2,100,strict_14_with_grace_period,0.17,450
N/A,TRUE,Zuid,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,25,1,3,93,strict_14_with_grace_period,0.34,90
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,45,2,14,87,strict_14_with_grace_period,1.01,115
within a day,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,60,1,12,100,strict_14_with_grace_period,0.83,105
within a day,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,1,100,flexible,0.07,150
within an hour,TRUE,Westerpark,Apartment,Private room,2,1.5,1,1,Real Bed,0,25,1,17,99,moderate,1.19,125
N/A,FALSE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,65,1,9,98,flexible,0.7,135
N/A,FALSE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,35,1,2,100,moderate,0.63,215
within an hour,FALSE,Westerpark,Apartment,Private room,2,1,1,1,Real Bed,95,20,1,1,100,moderate,0.09,110
within a few hours,FALSE,Slotervaart,Apartment,Private room,4,1,2,2,Real Bed,0,35,2,27,100,moderate,1.96,90
N/A,FALSE,Watergraafsmeer,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,0,30,1,6,97,strict_14_with_grace_period,0.43,100
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,2,Real Bed,0,48,1,22,95,moderate,1.57,123
within an hour,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,60,1,5,95,moderate,0.37,160
within an hour,FALSE,Centrum-Oost,Bed and breakfast,Private room,2,1,1,1,Real Bed,250,39,1,22,96,strict_14_with_grace_period,2.09,150
N/A,TRUE,Watergraafsmeer,Apartment,Private room,2,1,1,1,Real Bed,400,0,1,11,96,moderate,0.77,90
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,6,2,3,5,Real Bed,0,0,1,39,93,flexible,2.75,425
within an hour,FALSE,Centrum-West,Bed and breakfast,Private room,4,1,1,2,Real Bed,250,70,1,13,78,moderate,1.66,250
within a day,TRUE,De Pijp - Rivierenbuurt,Townhouse,Entire home/apt,4,2,3,3,Real Bed,0,50,4,4,90,strict_14_with_grace_period,0.28,230
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,250,50,2,16,96,strict_14_with_grace_period,1.13,270
within an hour,TRUE,Westerpark,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,80,4,16,94,moderate,1.22,299
within an hour,FALSE,Noord-West,Bed and breakfast,Hotel room,2,1.5,1,1,Real Bed,200,20,1,82,95,strict_14_with_grace_period,5.79,76
within an hour,FALSE,Westerpark,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,650,37,1,14,97,moderate,1.23,125
within a day,FALSE,IJburg - Zeeburgereiland,House,Entire home/apt,5,1,3,3,Real Bed,0,70,2,3,87,moderate,0.23,179
N/A,FALSE,IJburg - Zeeburgereiland,House,Entire home/apt,4,2,3,4,Real Bed,0,60,1,8,100,flexible,0.58,150
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,1,Real Bed,0,10,1,10,93,flexible,0.74,159
within a few hours,FALSE,Zuid,Apartment,Entire home/apt,4,2,2,4,Real Bed,600,50,1,6,100,moderate,0.43,300
N/A,TRUE,Zuid,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,11,95,strict_14_with_grace_period,0.81,100
within an hour,FALSE,Buitenveldert - Zuidas,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,6,97,flexible,0.48,150
within a day,FALSE,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,5,1,3,3,Real Bed,0,0,1,6,88,flexible,0.43,225
within a day,TRUE,Oud-Oost,Apartment,Entire home/apt,2,1,2,1,Real Bed,0,35,1,10,100,moderate,0.82,150
N/A,FALSE,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,0,1,Real Bed,500,49,1,4,100,moderate,0.3,105
within a few hours,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,5,1,3,3,Real Bed,0,25,1,4,85,moderate,0.3,200
within an hour,FALSE,Centrum-Oost,Apartment,Entire home/apt,4,1,2,2,Real Bed,500,75,3,8,91,strict_14_with_grace_period,0.66,300
within a day,TRUE,Centrum-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,40,2,16,100,moderate,1.24,200
within an hour,FALSE,Centrum-Oost,Apartment,Private room,2,1,1,1,Real Bed,300,50,2,7,83,strict_14_with_grace_period,0.55,280
N/A,FALSE,Bos en Lommer,Apartment,Entire home/apt,3,1,0,1,Real Bed,0,20,1,17,95,strict_14_with_grace_period,1.19,95
N/A,TRUE,Oud-Oost,Apartment,Entire home/apt,1,1,1,1,Real Bed,200,40,1,1,80,moderate,0.08,89
within an hour,FALSE,Zuid,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,45,1,11,93,strict_14_with_grace_period,0.86,102
within a day,FALSE,Oostelijk Havengebied - Indische Buurt,Apartment,Private room,2,1,1,1,Real Bed,0,50,1,1,100,strict_14_with_grace_period,0.08,65
N/A,FALSE,Noord-Oost,Apartment,Entire home/apt,4,1,1,3,Real Bed,0,50,1,17,95,strict_14_with_grace_period,1.2,140
N/A,TRUE,Buitenveldert - Zuidas,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,50,4,3,87,strict_14_with_grace_period,0.21,300
within a day,FALSE,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,25,1,10,98,strict_14_with_grace_period,0.71,120
within an hour,FALSE,Centrum-West,Apartment,Entire home/apt,4,2,3,3,Real Bed,300,120,2,14,88,strict_14_with_grace_period,1.12,500
N/A,TRUE,Bos en Lommer,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,50,1,9,98,flexible,0.65,95
within a day,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,45,2,3,100,moderate,0.27,200
N/A,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,2,100,strict_14_with_grace_period,0.15,150
within an hour,FALSE,Centrum-Oost,Houseboat,Private room,2,1,1,1,Real Bed,0,0,1,51,99,flexible,3.66,125
within an hour,FALSE,De Baarsjes - Oud-West,Condominium,Entire home/apt,2,1,1,1,Real Bed,0,45,2,12,98,flexible,0.86,100
within a day,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,3,6,Real Bed,500,50,4,9,88,strict_14_with_grace_period,0.63,180
within a few hours,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,20,1,2,100,flexible,0.14,100
N/A,FALSE,Centrum-Oost,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,300,69,1,3,100,moderate,0.24,180
N/A,FALSE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,35,1,4,95,flexible,0.29,150
within a few hours,TRUE,Zuid,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,0,40,4,2,100,strict_14_with_grace_period,0.18,139
within an hour,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,250,50,2,10,100,strict_14_with_grace_period,0.72,199
N/A,FALSE,Centrum-Oost,Apartment,Entire home/apt,4,1,3,3,Real Bed,250,50,2,1,60,strict_14_with_grace_period,0.08,95
N/A,FALSE,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,100,50,1,5,88,strict_14_with_grace_period,0.41,115
within an hour,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,2,100,strict_14_with_grace_period,0.15,96
within an hour,FALSE,Centrum-Oost,Bed and breakfast,Private room,2,1,1,1,Real Bed,250,60,1,10,84,moderate,1.12,160
within an hour,FALSE,Centrum-Oost,Bed and breakfast,Private room,2,1,1,1,Real Bed,250,60,1,2,100,moderate,0.34,160
N/A,FALSE,Watergraafsmeer,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,300,49,1,2,100,moderate,0.15,120
within a few hours,TRUE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,50,1,9,98,flexible,0.64,150
within a few hours,TRUE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,50,1,9,98,flexible,0.67,199
within a day,FALSE,Watergraafsmeer,Loft,Entire home/apt,2,1,0,1,Real Bed,500,0,4,13,97,moderate,1.24,120
within an hour,FALSE,Zuid,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,0,35,2,1,100,moderate,0.07,140
within an hour,FALSE,Centrum-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,20,1,13,90,strict_14_with_grace_period,0.91,110
within a day,FALSE,Bos en Lommer,Bed and breakfast,Private room,4,1,2,2,Real Bed,150,30,2,8,95,strict_14_with_grace_period,0.66,145
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,3,3,Real Bed,500,35,2,3,100,strict_14_with_grace_period,0.23,75
N/A,FALSE,Centrum-West,Apartment,Entire home/apt,3,1,1,1,Real Bed,0,0,1,3,90,strict_14_with_grace_period,0.25,160
within an hour,FALSE,De Aker - Nieuw Sloten,Guest suite,Entire home/apt,2,1.5,1,1,Real Bed,0,50,1,20,98,moderate,1.55,70
within an hour,FALSE,Centrum-Oost,Houseboat,Private room,2,1,1,1,Real Bed,0,0,1,61,98,flexible,4.61,115
within an hour,FALSE,Centrum-Oost,Boat,Entire home/apt,6,1,3,3,Real Bed,0,40,4,9,98,strict_14_with_grace_period,0.66,300
within an hour,FALSE,Oud-Noord,Townhouse,Private room,2,1.5,1,2,Real Bed,300,35,1,13,94,flexible,1.1,65
within an hour,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,5,100,flexible,0.41,175
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,25,1,13,97,moderate,0.94,140
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,2,3,Real Bed,100,75,1,6,100,moderate,0.42,200
within a day,TRUE,Centrum-Oost,Townhouse,Entire home/apt,4,1,3,4,Real Bed,0,0,1,7,97,strict_14_with_grace_period,0.53,250
within a few hours,TRUE,Gaasperdam - Driemond,House,Entire home/apt,4,2.5,4,4,Real Bed,0,0,1,2,100,moderate,0.15,249
within an hour,FALSE,Geuzenveld - Slotermeer,Apartment,Private room,2,1,1,1,Real Bed,500,30,1,1,80,flexible,0.3,63
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,45,2,7,97,strict_14_with_grace_period,0.51,87
within an hour,FALSE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,18,100,strict_14_with_grace_period,1.48,150
N/A,FALSE,Zuid,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,300,69,1,1,80,moderate,0.09,160
within an hour,TRUE,De Aker - Nieuw Sloten,Apartment,Entire home/apt,4,1,2,2,Real Bed,140,40,2,3,93,moderate,0.22,124
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,0,30,1,8,98,flexible,0.58,140
within a few hours,FALSE,Noord-Oost,House,Entire home/apt,4,1.5,3,3,Real Bed,400,150,2,7,94,strict_14_with_grace_period,0.51,151
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,1,1,0,1,Real Bed,250,20,1,4,100,strict_14_with_grace_period,0.28,50
within a few hours,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,10,100,strict_14_with_grace_period,0.78,175
within a day,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,50,2,9,100,moderate,0.74,275
within an hour,FALSE,Zuid,Apartment,Entire home/apt,2,1,2,1,Real Bed,500,45,1,10,100,moderate,0.83,175
N/A,FALSE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,10,98,moderate,0.78,140
within an hour,FALSE,Oud-Oost,Apartment,Entire home/apt,4,1,2,4,Real Bed,250,0,1,37,99,moderate,2.73,299
within an hour,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,0,25,1,11,92,flexible,0.79,145
within a day,FALSE,IJburg - Zeeburgereiland,Apartment,Private room,1,1,1,1,Real Bed,0,10,1,3,100,flexible,0.22,65
within an hour,FALSE,Bos en Lommer,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,7,97,moderate,0.53,135
within an hour,TRUE,Noord-Oost,Apartment,Private room,1,1.5,1,1,Real Bed,0,30,1,22,97,moderate,1.92,41
within an hour,FALSE,Westerpark,Townhouse,Private room,2,1,1,1,Real Bed,0,0,1,48,95,moderate,3.49,110
within a day,TRUE,Centrum-West,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,0,1,2,100,strict_14_with_grace_period,0.19,160
N/A,FALSE,Centrum-West,Loft,Private room,2,1,1,1,Real Bed,0,50,1,1,20,flexible,0.12,150
within an hour,FALSE,Zuid,Apartment,Entire home/apt,4,2,2,3,Real Bed,200,60,4,9,93,moderate,0.83,250
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,0,18,2,8,100,strict_14_with_grace_period,0.75,130
within a few hours,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,11,96,flexible,0.81,73
within a day,FALSE,De Pijp - Rivierenbuurt,Condominium,Entire home/apt,4,1.5,3,4,Real Bed,0,0,1,12,97,flexible,0.87,300
N/A,FALSE,Buitenveldert - Zuidas,Townhouse,Entire home/apt,4,2.5,3,3,Real Bed,0,0,1,10,100,flexible,0.74,250
N/A,FALSE,IJburg - Zeeburgereiland,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,60,1,4,90,moderate,0.52,105
N/A,FALSE,Noord-West,House,Entire home/apt,4,1.5,2,2,Real Bed,250,55,2,5,100,strict_14_with_grace_period,0.38,130
N/A,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,50,1,5,100,strict_14_with_grace_period,0.41,150
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,200,45,1,12,96,moderate,0.89,145
within a day,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,500,50,1,16,100,flexible,1.2,110
